value_func_loss,kl,beta,critic_loss,policy_ppo_loss,entropy,rewards,steps,policy_ddpg_loss
0.0028915455449358006,0.0062013087,1.5,0.0020155187,-0.03183747,2.7365978,19.42856664068635,22.9,0.0027813688
0.008775632680278242,0.00468982,1.5,0.0008079534,-0.024174988,2.7354057,31.1623242325685,28.95,0.0026274964
0.010618457604735974,0.0050260196,1.5,0.0005878806,-0.035597313,2.7291007,32.702295171712464,27.95,0.004199293
0.015345687297937631,0.003942048,1.5,0.000550458,-0.027869303,2.713228,41.312548334005704,33.3,0.0031692022
0.012003554485132677,0.0033105821,1.5,0.0005292495,-0.023853233,2.7088556,59.18573529547791,41.75,0.0046284953
0.03048882855813941,0.003616039,1.5,0.00047973133,-0.022221439,2.6989303,82.75495766254093,54.3,0.0041284356
0.033762514903785575,0.0024377878,1.5,0.0004251835,-0.020780345,2.6844802,91.79848357933568,59.05,0.004224168
0.03831574739342113,0.0047116596,1.5,0.0004243601,-0.024119169,2.6779065,73.04707975852386,49.0,0.0050103683
0.024912874603804952,0.0048139556,1.5,0.00041573768,-0.022008205,2.665871,120.41976874607624,70.15,0.004561831
0.04799179961956547,0.0026331802,1.5,0.00037175036,-0.015130829,2.6586225,148.86437377322903,79.9,0.004217209
0.024691054031166053,0.0032423004,1.5,0.00034874256,-0.01888955,2.6558673,184.80594027961556,92.25,0.0038794903
0.030517144154350567,0.003304689,1.5,0.00032675266,-0.014911534,2.6530185,164.57996179792462,83.35,0.0051240413
0.019001171389294726,0.003893763,1.5,0.0003118288,-0.017373186,2.647509,184.24410296676243,89.0,0.004823195
0.012379892207035021,0.004485825,1.5,0.0002940097,-0.019285206,2.640873,201.32564124567503,95.2,0.004989768
0.0045354642414772,0.001782264,1.5,0.00028665282,-0.01671762,2.6277692,205.5194815155174,93.6,0.005115393
0.01201238808667744,0.0027632404,1.5,0.00027465876,-0.013466759,2.6286607,208.1152454695929,100.1,0.0053937323
0.0014143643289712834,0.0029667297,1.5,0.0002676959,-0.01973255,2.63725,222.6946891684027,104.1,0.005494024
0.0005902543581976506,0.0035941708,1.5,0.00026669962,-0.015152111,2.6407604,227.27589151280455,109.9,0.007247555
0.0007174576783989364,0.008224089,2.25,0.00025441166,-0.01951798,2.6438403,230.4428290628513,112.25,0.004308086
0.039804205201637216,0.004500727,2.25,0.00026163552,-0.014847538,2.6475406,180.21866186334245,126.6,0.0049972776
0.011576566203322102,0.002011965,2.25,0.0002543319,-0.018974636,2.6468933,232.5389854617769,128.55,0.005739207
0.006776387706583294,0.0014025308,1.5,0.00024607623,-0.011689077,2.6368244,230.05546042980023,119.7,0.005092052
0.001717504238179222,0.0023295754,1.5,0.00023582036,-0.014131162,2.6274173,240.48676649205171,120.25,0.0046497094
0.007226788873518055,0.001591055,1.5,0.00022595364,-0.007905714,2.6200368,245.39005908972567,128.8,0.004708459
0.0021254490139696897,0.0035351529,1.5,0.00021995246,-0.015621336,2.617178,257.13337797013565,134.7,0.004672489
0.006679471652448362,0.0028917324,1.5,0.00021721161,-0.013671673,2.6205518,271.73404766531553,155.8,0.005468337
0.0035983978518996824,0.004147475,1.5,0.000213987,-0.01491257,2.6165786,276.82395613981174,145.6,0.0040039667
0.005777882737398665,0.0030508796,1.5,0.00020809985,-0.012263428,2.6153316,280.5072669619145,154.7,0.0040525827
0.009937468659818717,0.0026839837,1.5,0.0002086147,-0.013408361,2.6150017,333.61124004970753,176.55,0.0040434725
0.007352925945092752,0.0039195903,1.5,0.00020195449,-0.015056048,2.6127608,351.34701985722825,193.05,0.0047692647
0.014955308628714484,0.0038878967,1.5,0.00020320466,-0.010534922,2.612873,348.10968391013546,229.5,0.004057489
0.010122821236068036,0.0055957367,1.5,0.00019992446,-0.014937117,2.616407,392.0801451705908,227.45,0.005442274
0.0022533825863488084,0.0023933717,1.5,0.00020390979,-0.009455785,2.6174014,371.0131369688728,181.75,0.0033664643
0.005574889219866699,0.0038105398,1.5,0.00020328157,-0.01250436,2.6209965,354.2565261797521,170.8,0.0025398142
0.0009111647797064186,0.0018495747,1.5,0.00020140766,-0.010617433,2.6210027,371.34170893676526,179.8,0.0031991045
0.0007182919662496901,0.001823995,1.5,0.00019841085,-0.011535035,2.619022,375.0943322101417,179.45,0.0035155565
0.00132950252877448,0.0037545809,1.5,0.00019903274,-0.014310401,2.6170626,372.3506900275197,178.75,0.003706185
0.00043865191626620725,0.0033917008,1.5,0.00020228596,-0.014711022,2.6159112,380.5418527139278,184.6,0.0033017534
0.0015072455496685838,0.003952296,1.5,0.00019286782,-0.010704095,2.6150303,385.9148271739912,183.25,0.0032094656
0.0016781242149744291,0.0023230615,1.5,0.0002005969,-0.011126595,2.608499,377.3200018014767,172.75,0.0030099975
0.002298158485492623,0.004086644,1.5,0.00020177178,-0.011710311,2.6087255,387.7594730657499,179.1,0.0036886372
0.006799736288788332,0.0026585567,1.5,0.0002013125,-0.012188158,2.6081047,379.1666531857758,163.35,0.001789168
0.01042682391267526,0.0023425298,1.5,0.00020374302,-0.005813125,2.5989437,366.2988904248258,155.8,0.0010711227
0.008316394118550216,0.0032431227,1.5,0.000203652,-0.012821292,2.6080315,393.70160345779334,170.45,0.003272301
0.009171565009887814,0.003684299,1.5,0.00020595158,-0.010039079,2.6043541,399.5848496730192,171.2,0.0029584763
0.007501128372281896,0.0017795861,1.5,0.00020203851,-0.0067813247,2.5964541,397.4375814328366,172.5,0.0017395929
0.004328905357665641,0.0032199717,1.5,0.00020211328,-0.012878202,2.5979939,414.7991952871891,178.4,0.0045800945
0.01044640031278383,0.0021958712,1.5,0.00020328222,-0.011958833,2.59163,411.7864311405061,164.95,0.0031893882
0.009868242393944786,0.0045296936,1.5,0.0001980606,-0.01348673,2.5826006,426.8031228199059,178.0,0.0027166652
0.017805086713925566,0.003426,1.5,0.00020022082,-0.014217976,2.5756676,468.32401307685086,182.9,0.003449984
0.041592310914540055,0.0031243744,1.5,0.00020449389,-0.011136479,2.5679257,539.5528026568169,202.45,0.00309358
0.05008646479673835,0.0036138985,1.5,0.00020142872,-0.010596958,2.559384,569.0649603217474,213.15,0.0036735148
0.045902014317930354,0.0033995302,1.5,0.00020254923,-0.011495622,2.5650835,650.4788622115317,230.85,0.002474998
0.06499524046964127,0.002574079,1.5,0.0002000567,-0.008786898,2.5736551,716.4456326134554,257.2,0.0027702567
0.07955299871689393,0.0016113222,1.5,0.00019875358,-0.008060746,2.5758736,744.886110365035,263.15,0.0038304457
0.05599544122729674,0.0038579584,1.5,0.00019985587,-0.009203633,2.5757735,680.8415121619033,239.25,0.0021545105
0.06734135523268327,0.0023082646,1.5,0.00019707975,-0.008621616,2.57442,668.7380668728483,245.65,0.0038581009
0.05437530221474673,0.0033424525,1.5,0.00019332272,-0.01157807,2.5676694,810.6191096591987,301.15,0.0041806605
0.05435558677839351,0.0013129266,1.0,0.00019116311,-0.008700911,2.5602632,735.7748653089549,262.0,0.0037891986
0.048484953743749525,0.0030540575,1.0,0.00019182457,-0.009691757,2.555815,834.7046387182961,288.05,0.0036990952
0.03822242939964244,0.0055476897,1.0,0.00018935473,-0.011476314,2.5521858,975.5140634505254,337.0,0.0036973623
0.07784749192629212,0.0031596648,1.0,0.00018339515,-0.008729045,2.551483,1005.0638871585201,362.5,0.0046888576
0.05972700150992287,0.0024074672,1.0,0.0001822631,-0.009482705,2.546747,1196.5792277738751,438.55,0.0054776757
0.06139464688562851,0.0018170234,1.0,0.00017887614,-0.0102598565,2.5413783,1205.7070260317334,433.55,0.0053980267
0.0385610565115655,0.0019564112,1.0,0.00017366519,-0.008942537,2.5317168,1162.7812675274108,408.85,0.0039348174
0.05434377572693759,0.002049658,1.0,0.0001694742,-0.007918799,2.5154252,1374.4966367802695,494.35,0.004505589
0.07302723753792909,0.002168235,1.0,0.0001663854,-0.009006249,2.5080109,1250.6598286126784,454.8,0.004307831
0.11635375990482762,0.0025553307,1.0,0.00016392984,-0.010897055,2.4989443,1298.2777243787873,474.4,0.0050536925
0.1123205954953684,0.003372495,1.0,0.00016302748,-0.009856464,2.490756,1237.6583423050774,427.25,0.005027622
0.08109530656466932,0.002163612,1.0,0.00015756958,-0.007719136,2.4931018,1061.723989697277,355.8,0.003544666
0.04961854613233411,0.0039073615,1.0,0.00015633217,-0.010624612,2.490113,1034.5283370658558,336.45,0.0044349856
0.05890389004882956,0.0042328318,1.0,0.00015603108,-0.01066936,2.4830844,1324.4380223306139,431.7,0.005300807
0.07927117727939868,0.0018904918,1.0,0.0001509631,-0.007239716,2.4745555,1215.4121170538212,422.35,0.003586443
0.057071445192084645,0.0024447665,1.0,0.00014626076,-0.008885982,2.476503,1647.2998945426898,565.6,0.005475192
0.04097451991796849,0.001758196,1.0,0.00014368005,-0.007861166,2.4752874,1557.183006785605,524.15,0.00520063
0.0730222262800973,0.0034636876,1.0,0.00014105618,-0.010060601,2.4651651,1560.6172758919543,536.7,0.004931753
0.0897444681704455,0.0019663488,1.0,0.00013725154,-0.0076706614,2.451633,1371.7485486021192,460.75,0.004174542
0.07338953641095418,0.002422822,1.0,0.00013593784,-0.009070576,2.446568,1307.180761142854,428.85,0.005056214
0.07023414048897272,0.0021322707,1.0,0.00013519074,-0.009332607,2.447055,1331.8559222977442,438.9,0.004845835
0.0642094552900724,0.0035225654,1.0,0.00013250949,-0.008893449,2.4466062,1526.8609286974713,519.45,0.0035295545
0.04513127635765406,0.0017300603,1.0,0.0001307548,-0.008243623,2.4452467,1590.8334266506552,522.5,0.0047504827
0.03995447091125155,0.0025422077,1.0,0.00012860635,-0.009033732,2.4426234,1512.3227409311187,490.0,0.003960973
0.04565428835827709,0.0019204511,1.0,0.00012468226,-0.0073553273,2.4426012,1837.333813511267,633.95,0.0051392275
0.06203747208148829,0.0017133732,1.0,0.00012277554,-0.007739511,2.4336753,1819.6185394428837,613.6,0.0044426685
0.08727270098223502,0.0029436431,1.0,0.00011986376,-0.008484812,2.4238434,1656.6252493196037,554.7,0.0040396117
0.04663389273610171,0.0026217524,1.0,0.000118162105,-0.008794597,2.4184804,1511.458904315065,472.2,0.004400078
0.0419203374940996,0.0024363922,1.0,0.0001162121,-0.008411594,2.4183383,1880.2393853745689,640.55,0.005036931
0.059520901586636796,0.0015470742,1.0,0.00011355559,-0.006968473,2.4149551,1856.898452016642,631.4,0.0047437483
0.06348240497662978,0.002179032,1.0,0.000110539266,-0.008968699,2.4134238,2272.8864536325755,774.1,0.0051007234
0.09917462539982187,0.0023178179,1.0,0.00011100063,-0.007440838,2.4033298,1560.7939385908317,505.45,0.004922591
0.03789870670425421,0.0015520431,1.0,0.00010899682,-0.007928863,2.3960595,2389.1048294344855,804.2,0.005124015
0.035268825047339226,0.0016661787,1.0,0.00010562517,-0.0073638316,2.38734,2201.8424797763523,738.9,0.004216887
0.04170778734832736,0.0019824754,1.0,0.000104291365,-0.0071346443,2.3842392,1833.9403380446852,596.6,0.004052716
0.040494366622090196,0.0025730494,1.0,0.00010221528,-0.008979718,2.3852625,1916.4951910465327,628.15,0.0050534545
0.05182133865919537,0.0022992492,1.0,0.00010184077,-0.0072477562,2.3850882,2200.5964292852304,714.85,0.0039958246
0.033821072389123956,0.0022245243,1.0,9.955785e-05,-0.007493279,2.3781743,2364.7491361869797,762.35,0.0044724103
0.058259910486591335,0.0012447955,0.6666666666666666,9.7844924e-05,-0.005859385,2.3724737,1900.5350032463443,615.15,0.003458348
0.03630087981861635,0.0038548256,0.6666666666666666,9.5776864e-05,-0.008917706,2.3691,2213.577760588491,701.2,0.004237137
0.0477197591864381,0.0039180005,0.6666666666666666,9.391681e-05,-0.007488979,2.3694172,2366.3691737531854,778.3,0.004548399
0.17167276725439679,0.007224221,1.0,9.354387e-05,-0.012326815,2.3721428,1799.3164005715043,563.9,0.0027819679
